a0410b,a0410c,a0410d,a0410e,a0410f,a0502a,a0502c,a0502d,a0410a,a0404,a0405aa,a0405b,a0406,A0408A,A0408B,A0408C,A0408D,A0408E,a0409,a0409a,a0405m,a0405a,edad,sexo
2,2,2,1,2,2,2,2,2,2,0,0,3,5,0,0,0,0,4,3,0,0,51,2
2,2,2,2,2,2,2,2,2,2,0,0,2,5,0,0,0,0,4,2,0,0,27,1
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,5,0,0,0,36,2
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,4,6,0,10,58,2
2,2,2,1,2,2,2,2,1,1,2,0,12,5,0,0,0,0,2,1,0,17,62,2
2,2,2,2,2,2,2,2,2,1,1,1,0,5,0,0,0,0,3,2,0,2,53,2
2,2,2,1,1,2,2,2,2,1,2,0,5,5,0,0,0,0,1,1,0,8,75,2
2,2,2,2,2,2,2,2,2,1,1,4,3,5,0,0,0,0,4,3,3,0,55,2
2,2,2,2,2,2,2,2,1,1,2,0,9,5,0,0,0,0,1,1,0,4,44,2
2,2,2,2,2,2,2,2,2,1,1,4,1,5,0,0,0,0,4,1,0,1,60,1
2,2,2,2,2,2,2,2,1,1,2,0,12,1,2,3,0,0,3,1,0,10,65,2
2,2,2,2,2,2,2,1,2,1,1,1,6,1,0,0,0,0,1,1,6,0,49,1
2,2,2,2,2,2,2,2,2,1,1,1,0,2,0,0,0,0,4,3,0,7,58,1
2,2,2,2,2,2,2,2,1,1,2,0,1,5,0,0,0,0,4,1,0,5,61,2
2,2,2,2,2,2,2,2,2,1,1,3,5,5,0,0,0,0,2,1,0,6,30,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,1,1,0,0,46,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,2,3,0,20,32,1
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,1,1,0,8,74,1
2,2,2,2,2,2,2,2,2,2,0,0,2,5,0,0,0,0,5,0,0,0,44,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,4,12,0,16,48,2
2,2,2,2,2,2,2,2,1,1,1,1,0,1,2,3,0,0,3,2,0,6,49,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,8,48,2
2,2,2,2,2,2,1,2,2,2,0,0,0,4,0,0,0,0,4,2,0,0,50,2
2,2,2,2,2,2,2,2,1,2,0,0,0,2,0,0,0,0,1,2,0,0,40,2
2,2,2,2,2,2,2,2,2,1,1,2,0,1,4,0,0,0,3,1,0,6,46,2
2,2,2,2,2,2,2,2,2,2,0,0,5,5,0,0,0,0,4,5,0,0,38,1
2,2,2,2,2,2,2,2,2,2,0,0,5,5,0,0,0,0,2,1,0,0,28,2
2,2,2,2,2,2,2,2,1,1,1,1,0,5,0,0,0,0,5,0,0,6,77,2
2,1,1,2,2,1,2,1,1,1,1,1,6,5,0,0,0,0,4,6,0,20,51,2
2,2,2,2,2,2,2,2,1,1,2,0,1,5,0,0,0,0,4,3,0,15,38,2
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,4,2,1,0,52,2
2,2,2,2,2,2,2,2,1,1,1,1,4,5,0,0,0,0,4,4,2,0,44,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,12,1,0,58,2
2,2,2,2,2,2,2,2,2,2,0,0,10,5,0,0,0,0,3,1,0,0,55,1
2,2,2,2,1,2,2,2,2,1,1,3,10,1,0,0,0,0,3,1,0,2,32,2
2,2,2,2,2,2,2,2,2,1,1,2,6,5,0,0,0,0,4,6,0,1,37,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,10,50,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,2,0,0,60,1
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,5,0,0,0,28,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,3,0,10,36,2
2,2,2,2,2,2,2,2,2,1,1,3,0,5,0,0,0,0,5,0,0,1,39,1
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,3,0,0,3,48,0,7,44,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,4,64,2
2,2,2,2,2,2,2,2,2,1,2,0,4,5,0,0,0,0,4,4,11,7,66,1
2,2,2,2,2,2,2,2,2,1,2,0,11,5,0,0,0,0,3,1,11,5,55,2
2,2,2,2,2,2,2,2,2,1,1,4,3,5,0,0,0,0,4,1,8,8,53,1
2,2,2,2,2,2,2,1,2,2,0,0,0,5,0,0,0,0,4,2,0,0,29,1
2,2,2,2,2,2,2,2,1,1,2,0,4,3,0,0,0,0,3,1,0,4,85,2
2,2,2,2,2,2,2,2,2,1,2,0,6,1,2,3,0,0,3,1,0,2,77,2
2,2,2,2,2,2,1,2,2,1,2,0,12,1,0,0,0,0,3,1,0,20,81,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,3,0,0,0,2,1,0,10,64,2
2,2,2,2,2,1,1,2,1,1,2,0,3,1,3,0,0,0,3,3,0,2,75,1
2,2,2,2,2,2,2,2,1,2,0,0,0,5,0,0,0,0,4,8,0,0,66,2
2,2,2,2,2,2,2,2,1,1,1,2,12,5,0,0,0,0,3,1,0,2,68,1
2,2,1,2,2,2,2,2,2,1,2,0,12,1,0,0,0,0,3,1,0,6,67,2
2,2,2,2,2,2,2,2,1,2,0,0,2,5,0,0,0,0,3,1,0,0,42,2
2,2,2,2,2,2,2,2,2,1,2,0,0,1,3,0,0,0,3,1,0,10,52,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,3,0,20,67,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,2,1,0,4,38,2
2,2,2,2,2,1,2,2,2,1,1,1,2,1,3,0,0,0,1,2,3,8,41,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,4,52,2
0,0,0,0,0,2,2,2,0,1,2,0,3,5,0,0,0,0,4,3,9,0,35,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,2,0,3,70,1
2,2,2,1,2,2,2,2,2,2,0,0,3,5,0,0,0,0,3,3,0,0,31,2
2,2,2,1,2,2,1,2,2,1,2,0,3,5,0,0,0,0,2,5,0,1,51,2
2,2,2,1,1,2,1,2,2,1,1,1,0,2,3,0,0,0,3,1,0,5,54,1
2,2,2,2,2,2,2,2,2,1,1,3,2,5,0,0,0,0,2,1,6,3,54,1
2,2,2,2,2,2,2,2,2,2,0,0,7,5,0,0,0,0,3,1,0,0,32,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,5,65,2
2,2,2,2,2,2,2,2,2,1,1,1,12,5,0,0,0,0,5,0,0,3,67,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,37,1
0,0,0,0,0,2,2,2,0,2,0,0,7,1,3,0,0,0,3,2,0,0,37,2
2,2,2,2,2,2,2,2,1,1,2,0,0,3,0,0,0,0,1,2,0,15,57,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,2,3,0,5,83,2
2,2,2,2,2,2,2,2,2,2,0,0,2,5,0,0,0,0,4,2,0,0,40,2
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,4,6,0,4,55,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,1,10,3,73,2
2,2,2,2,2,2,2,2,2,1,1,1,12,5,0,0,0,0,3,1,0,40,67,2
2,2,2,2,2,2,2,2,2,1,2,0,3,5,0,0,0,0,3,5,0,10,76,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,5,69,1
2,2,2,2,2,2,2,2,2,1,2,0,4,3,0,0,0,0,2,1,2,10,50,2
2,2,1,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,0,4,60,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,39,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,0,0,0,0,3,1,0,4,49,1
2,2,2,2,2,2,2,2,2,1,1,1,10,5,0,0,0,0,3,1,0,3,67,2
2,2,2,2,2,2,2,2,1,2,0,0,1,5,0,0,0,0,4,3,0,0,47,1
0,0,0,0,0,2,2,2,0,2,0,0,1,5,0,0,0,0,4,1,0,0,21,2
2,2,2,1,2,1,1,2,2,1,2,0,3,5,0,0,0,0,3,1,5,0,47,2
2,2,2,1,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,2,0,3,43,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,1,0,3,46,1
2,2,2,2,2,2,2,2,2,1,2,0,0,1,3,0,0,0,4,1,1,0,35,1
2,2,2,2,2,2,2,2,2,1,1,1,0,1,3,0,0,0,3,1,5,15,66,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,3,0,0,3,12,0,2,68,2
1,2,2,2,2,2,1,2,1,1,2,0,12,5,0,0,0,0,3,1,0,3,67,1
0,0,0,0,0,2,2,2,0,2,0,0,1,5,0,0,0,0,4,1,0,0,23,2
2,2,2,1,1,2,2,2,1,1,2,0,12,2,4,0,0,0,1,2,0,15,54,2
2,2,2,2,2,2,2,2,2,1,1,2,12,5,0,0,0,0,3,2,0,4,64,2
2,2,2,2,2,2,2,2,2,1,2,0,3,5,0,0,0,0,1,1,0,5,77,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,12,0,0,56,2
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,4,3,0,0,29,2
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,3,1,0,7,52,1
2,2,2,2,2,2,2,2,2,2,0,0,5,5,0,0,0,0,3,1,0,0,75,1
2,2,2,1,2,2,2,2,2,1,1,1,1,5,0,0,0,0,3,1,0,1,62,1
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,0,0,0,3,12,0,12,61,1
2,2,2,2,2,2,2,2,2,1,2,0,12,3,0,0,0,0,3,1,0,3,48,2
2,2,2,2,2,2,2,2,2,1,2,0,0,2,0,0,0,0,2,3,1,1,38,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,37,2
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,3,1,11,2,67,2
2,2,2,2,2,2,2,2,1,1,2,0,12,4,0,0,0,0,3,1,0,2,71,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,0,40,87,2
2,2,2,2,2,2,2,2,1,1,2,0,12,5,0,0,0,0,3,1,0,20,69,1
2,2,2,2,2,2,2,2,2,1,1,2,2,5,0,0,0,0,1,1,5,0,70,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,6,0,0,36,2
2,2,2,2,2,2,2,2,2,1,2,0,3,5,0,0,0,0,4,3,0,3,66,2
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,2,1,10,0,62,1
2,2,2,2,2,2,2,2,2,1,1,1,0,5,0,0,0,0,3,1,0,3,65,1
2,2,1,2,2,2,2,1,2,1,2,0,12,1,3,0,0,0,3,1,0,3,59,1
2,2,2,2,2,2,2,1,2,1,1,2,0,1,0,0,0,0,3,2,0,25,83,2
2,2,2,2,2,2,2,2,1,1,2,0,12,5,0,0,0,0,3,1,0,1,49,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,35,1
2,2,2,2,2,2,2,2,2,1,1,1,0,1,0,0,0,0,5,0,0,40,68,2
2,2,2,2,2,2,2,2,1,1,1,2,3,5,0,0,0,0,2,1,0,35,58,1
2,2,2,2,2,2,2,2,1,1,2,0,12,5,0,0,0,0,3,1,0,30,80,2
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,2,2,1,1,88,2
2,2,2,2,2,2,2,2,2,1,2,0,12,4,0,0,0,0,3,1,0,20,88,2
2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,0,0,0,3,1,0,1,57,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,1,0,25,60,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,4,12,0,21,76,2
2,2,2,2,2,2,2,2,2,1,1,1,6,5,0,0,0,0,3,1,10,10,73,1
2,2,2,1,1,2,1,2,2,1,2,0,12,1,2,0,0,0,3,1,0,17,56,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,20,77,1
2,2,2,2,2,2,2,2,2,1,2,0,3,5,0,0,0,0,3,1,0,12,65,1
2,2,2,2,2,2,2,2,2,1,2,0,12,2,0,0,0,0,3,12,0,10,50,2
2,2,2,2,2,2,2,2,2,1,1,2,6,5,0,0,0,0,3,1,6,0,51,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,4,45,2
2,2,2,2,2,2,2,2,2,1,1,1,10,2,0,0,0,0,3,10,0,6,54,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,3,0,12,52,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,3,4,0,3,1,0,25,46,2
2,2,2,2,2,2,2,2,1,1,1,2,0,5,0,0,0,0,1,2,0,5,75,1
2,2,2,2,2,2,2,2,2,2,0,0,1,5,0,0,0,0,2,2,0,0,46,2
2,2,2,2,2,2,2,2,2,1,1,1,1,5,0,0,0,0,4,4,0,7,34,1
2,2,2,1,2,1,2,2,1,1,2,0,1,5,0,0,0,0,4,4,0,1,52,2
2,2,2,2,2,2,2,2,2,1,1,1,12,5,0,0,0,0,3,1,0,20,58,1
2,2,2,2,2,2,2,2,1,1,2,0,0,5,0,0,0,0,3,12,0,13,51,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,0,0,0,0,3,1,0,5,51,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,33,78,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,2,77,2
2,2,2,2,2,2,2,2,2,1,1,2,12,5,0,0,0,0,4,3,0,12,42,2
2,2,2,2,2,2,2,2,2,1,1,4,0,5,0,0,0,0,4,2,0,18,53,2
2,2,2,2,2,2,2,2,1,1,2,0,12,5,0,0,0,0,3,12,0,10,60,2
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,4,5,1,0,51,2
2,2,2,2,2,2,1,2,2,1,2,0,12,5,0,0,0,0,3,1,0,3,43,2
2,2,2,2,2,2,2,2,2,1,2,0,11,5,0,0,0,0,4,4,11,0,52,1
1,2,2,1,1,2,1,2,1,1,2,0,12,3,0,0,0,0,1,1,0,3,54,2
2,2,2,2,2,2,2,2,2,1,2,0,12,3,0,0,0,0,3,12,0,15,78,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,10,60,1
1,2,2,1,2,2,2,2,2,1,2,0,9,2,0,0,0,0,3,9,99,5,56,2
2,2,2,2,2,2,2,2,2,2,0,0,0,4,0,0,0,0,5,0,0,0,66,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,0,3,41,1
2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,3,1,0,0,30,2
2,2,2,2,2,2,2,2,1,1,2,0,11,1,2,0,0,0,3,3,0,20,82,2
2,2,2,2,2,2,2,2,2,1,1,1,1,5,0,0,0,0,2,1,0,2,58,2
2,2,2,2,2,2,2,2,2,1,1,4,3,5,0,0,0,0,3,5,0,10,48,2
2,2,2,2,2,2,2,2,2,1,1,1,2,5,0,0,0,0,4,4,0,2,49,2
2,2,2,2,2,2,2,2,2,1,2,0,12,2,0,0,0,0,3,1,0,3,34,2
2,2,2,2,2,2,2,2,2,1,1,2,0,5,0,0,0,0,2,1,0,15,45,2
2,2,2,2,2,2,1,2,1,2,0,0,6,4,0,0,0,0,4,3,0,0,55,2
2,2,2,2,2,2,2,2,2,1,1,1,0,5,0,0,0,0,2,2,3,30,46,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,2,49,1
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,4,2,0,12,63,2
2,2,2,1,1,2,2,2,2,1,1,1,12,5,0,0,0,0,2,3,0,1,47,1
2,2,2,1,2,2,2,2,1,2,0,0,2,2,0,0,0,0,4,2,0,0,46,1
2,2,2,2,2,2,2,2,1,2,0,0,0,5,0,0,0,0,5,0,0,0,49,2
2,2,2,1,1,2,2,2,1,1,1,3,12,3,0,0,0,0,3,2,0,4,62,2
2,2,2,1,2,2,2,2,2,2,0,0,2,3,0,0,0,0,4,8,0,0,31,2
2,2,2,2,2,2,1,2,2,1,2,0,10,3,0,0,0,0,3,1,0,20,65,2
2,2,2,2,2,2,2,2,2,1,1,2,0,5,0,0,0,0,3,1,0,3,57,2
2,2,2,2,2,2,2,2,2,2,0,0,1,5,0,0,0,0,4,1,0,0,43,1
2,2,2,2,2,2,2,2,1,1,2,0,12,1,3,0,0,0,3,1,0,15,67,2
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,3,1,0,10,67,2
2,2,2,2,2,2,2,2,2,1,1,1,6,5,0,0,0,0,4,6,0,3,46,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,1,43,2
2,2,2,2,2,2,2,2,1,1,2,0,12,1,3,0,0,0,3,1,0,1,68,1
2,2,2,2,2,2,2,2,2,1,2,0,12,1,0,0,0,0,4,12,0,17,68,2
2,2,2,2,2,2,2,2,2,1,2,0,1,1,2,3,0,0,4,12,0,30,76,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,3,0,0,0,4,12,0,25,56,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,5,74,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,2,5,0,6,77,2
2,2,2,2,2,2,2,2,2,1,1,1,5,5,0,0,0,0,3,1,10,20,70,1
2,2,2,2,2,2,2,2,2,1,2,0,0,1,3,0,0,0,3,1,1,0,40,1
2,2,2,2,2,2,2,2,2,1,1,2,12,3,0,0,0,0,3,1,0,20,78,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,4,68,1
2,2,2,2,2,2,2,2,2,1,2,0,12,1,0,0,0,0,4,12,0,15,85,2
2,2,2,2,2,2,2,2,1,1,2,0,12,3,4,0,0,0,3,1,0,6,63,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,6,60,2
2,2,2,2,1,2,2,2,2,1,1,1,12,5,0,0,0,0,3,12,0,15,82,1
2,2,2,1,2,2,1,2,1,1,1,2,12,5,0,0,0,0,3,2,0,20,77,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,1,0,0,49,2
2,2,2,2,2,2,2,2,1,1,1,3,0,5,0,0,0,0,4,5,0,13,44,2
2,2,2,2,2,2,2,2,1,2,0,0,0,5,0,0,0,0,3,1,0,0,56,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,4,12,0,8,70,2
2,2,2,2,2,1,2,2,2,1,2,0,4,5,0,0,0,0,1,1,0,15,62,2
2,2,2,2,2,2,2,2,2,1,1,1,0,1,0,0,0,0,5,0,0,10,80,1
2,2,2,2,2,2,2,2,1,1,1,2,2,5,0,0,0,0,2,1,3,1,42,1
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,4,2,0,12,50,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,2,3,3,3,66,2
2,2,2,2,2,2,2,2,2,1,1,2,2,5,0,0,0,0,4,1,2,0,42,1
1,2,2,1,1,1,1,1,2,2,0,0,3,4,0,0,0,0,2,1,0,0,77,2
2,2,2,2,2,2,2,2,2,2,0,0,1,5,0,0,0,0,2,1,0,0,63,2
2,2,2,1,2,2,2,2,1,1,2,0,5,5,0,0,0,0,3,5,5,0,47,2
2,2,2,2,2,2,2,2,1,1,1,2,3,5,0,0,0,0,4,3,0,6,75,2
2,2,2,2,2,2,2,2,2,1,2,0,90,5,0,0,0,0,1,1,3,0,66,2
2,2,2,1,2,2,1,2,1,1,1,1,12,3,0,0,0,0,2,15,1,30,51,2
2,2,2,2,2,2,2,2,2,1,1,4,0,5,0,0,0,0,4,1,1,0,36,2
2,2,2,2,2,2,1,2,2,1,1,4,1,5,0,0,0,0,2,4,1,2,48,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,0,2,65,2
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,5,0,0,0,33,2
2,2,2,2,2,2,2,2,2,1,2,0,1,2,0,0,0,0,3,1,0,6,70,1
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,3,2,3,0,37,1
2,2,2,2,2,2,2,2,2,1,1,1,6,5,0,0,0,0,3,1,0,2,56,2
2,2,2,2,2,2,2,2,2,1,1,3,6,4,0,0,0,0,3,6,0,2,29,1
2,2,2,2,2,2,2,2,2,1,2,0,11,5,0,0,0,0,3,1,0,3,57,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,1,1,0,63,2
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,3,1,0,23,70,1
2,2,2,2,2,2,2,2,1,1,1,1,6,1,0,0,0,0,3,1,0,6,57,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,6,50,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,3,1,58,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,1,0,10,63,2
2,2,2,2,2,2,1,2,2,1,2,0,12,1,0,0,0,0,3,1,0,20,71,2
2,2,2,2,2,2,2,2,2,1,1,2,6,5,0,0,0,0,3,6,0,5,85,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,3,49,2
2,2,2,2,2,2,2,2,2,1,1,2,12,2,0,0,0,0,3,12,0,27,52,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,20,77,2
2,2,2,2,2,2,2,2,2,2,0,0,2,5,0,0,0,0,3,2,0,0,64,1
2,2,2,2,2,2,2,2,2,1,2,0,12,1,3,0,0,0,3,12,0,5,72,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,12,0,0,37,1
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,4,2,0,7,76,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,1,0,0,27,2
2,2,2,2,2,2,2,2,1,1,2,0,12,5,0,0,0,0,3,12,0,5,68,2
2,2,2,2,2,2,2,2,2,1,1,3,12,1,3,0,0,0,3,1,0,3,64,2
2,2,2,2,2,2,1,2,1,1,2,0,12,1,2,3,0,0,3,12,0,5,64,2
2,2,2,2,2,2,2,2,2,2,0,0,4,5,0,0,0,0,4,4,0,0,28,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,2,0,13,67,2
2,2,2,2,2,2,1,2,2,1,2,0,2,3,0,0,0,0,5,0,0,13,70,2
2,2,2,2,2,2,2,2,2,2,0,0,6,5,0,0,0,0,3,6,0,0,21,2
2,2,2,2,2,2,2,2,2,1,2,0,12,3,0,0,0,0,3,1,2,2,58,1
2,2,2,2,2,2,2,2,2,1,2,0,8,1,3,0,0,0,4,2,0,23,78,2
2,2,2,2,2,2,2,2,2,1,1,4,3,2,3,0,0,0,3,4,0,58,59,2
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,4,6,0,3,65,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,15,74,2
2,2,2,2,2,2,2,2,1,1,2,0,12,1,3,0,0,0,3,1,0,16,58,1
2,2,2,2,2,2,2,2,2,1,1,3,12,3,0,0,0,0,3,1,0,4,77,2
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,3,2,0,3,34,1
2,2,2,2,2,2,2,2,2,1,1,2,10,1,2,0,0,0,1,1,0,5,57,1
2,2,2,2,2,2,2,2,2,1,1,4,0,5,0,0,0,0,1,2,1,1,28,2
2,2,2,2,2,2,2,2,2,1,1,1,12,2,0,0,0,0,3,1,0,4,68,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,10,66,2
2,2,2,2,2,2,2,2,1,1,2,0,0,5,0,0,0,0,5,0,0,18,72,1
2,2,2,2,2,2,2,2,1,1,2,0,12,5,0,0,0,0,4,12,0,23,52,2
2,2,2,2,2,1,2,2,2,2,0,0,1,5,0,0,0,0,4,1,0,0,73,1
2,2,2,2,2,1,1,2,2,1,2,0,11,1,0,0,0,0,1,1,2,8,69,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,5,73,1
2,2,2,2,2,2,2,2,1,1,1,1,1,5,0,0,0,0,4,3,10,0,40,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,0,2,55,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,1,1,0,30,65,1
2,2,2,2,2,2,2,2,1,1,1,1,0,1,0,0,0,0,3,1,0,18,67,1
2,2,2,2,2,2,2,2,2,1,2,0,10,5,0,0,0,0,3,12,0,14,36,2
2,1,2,1,2,1,1,2,2,1,1,1,12,5,0,0,0,0,3,1,0,20,64,2
2,2,2,2,2,2,2,2,2,2,0,0,5,5,0,0,0,0,5,0,0,0,44,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,35,72,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,3,0,0,44,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,2,0,30,93,2
2,2,2,2,2,2,2,2,1,1,1,4,12,2,0,0,0,0,3,1,0,8,58,1
2,2,2,2,2,2,2,2,2,1,2,0,12,1,0,0,0,0,3,1,0,32,65,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,1,1,10,67,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,0,0,0,0,3,1,0,14,72,2
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,3,1,0,4,21,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,0,0,0,0,2,2,5,0,51,1
2,2,2,2,2,2,2,2,2,2,0,0,1,5,0,0,0,0,2,1,0,0,56,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,4,1,0,21,50,2
2,2,2,2,2,2,2,2,2,2,0,0,5,5,0,0,0,0,1,2,0,0,32,2
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,5,0,0,0,23,2
2,2,1,2,2,2,2,1,2,1,1,2,0,5,0,0,0,0,2,5,0,3,48,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,2,0,0,22,2
2,2,2,2,2,2,2,2,1,1,2,0,12,5,0,0,0,0,3,2,0,5,73,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,49,1
2,2,2,2,2,2,2,2,2,1,1,1,3,5,0,0,0,0,4,3,0,15,50,1
2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,2,4,0,0,26,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,7,56,2
